Grapheme	IPA	BIPA	CLTS_Name
n`0_$h_w:	ɳ̥ʰʷː	ɳ̥ʷʰː	labialized_aspirated_long_devoiced_voiced_retroflex_nasal_consonant
J0_$h_w:	ɲ̥ʰʷː	ɲ̥ʷʰː	labialized_aspirated_long_devoiced_voiced_palatal_nasal_consonant
N0_$h_w:	ŋ̥ʰʷː	ŋ̥ʷʰː	labialized_aspirated_long_devoiced_voiced_velar_nasal_consonant
N\0_$h_w:	ɴ̥ʰʷː	ɴ̥ʷʰː	labialized_aspirated_long_devoiced_voiced_uvular_nasal_consonant
p=_w:	p̩ʷː	p̩ʷː	syllabic_labialized_long_voiceless_bilabial_stop_consonant
b=_w:	b̩ʷː	b̩ʷː	syllabic_labialized_long_voiced_bilabial_stop_consonant
b_<=_w:	ɓ̩ʷː	ɓ̩ʷː	syllabic_labialized_long_voiced_bilabial_implosive_consonant
p\=_w:	ɸ̩ʷː	ɸ̩ʷː	syllabic_labialized_long_voiceless_bilabial_fricative_consonant
B=_w:	β̩ʷː	β̩ʷː	syllabic_labialized_long_voiced_bilabial_fricative_consonant
m=_w:	m̩ʷː	m̩ʷː	syllabic_labialized_long_voiced_bilabial_nasal_consonant
f=_w:	f̩ʷː	f̩ʷː	syllabic_labialized_long_voiceless_labio-dental_fricative_consonant
v=_w:	v̩ʷː	v̩ʷː	syllabic_labialized_long_voiced_labio-dental_fricative_consonant
F=_w:	ɱ̩ʷː	ɱ̩ʷː	syllabic_labialized_long_voiced_labio-dental_nasal_consonant
d_<=_w:	ɗ̩ʷː	ɗ̩ʷː	syllabic_labialized_long_voiced_dental_implosive_consonant
T=_w:	θ̩ʷː	θ̩ʷː	syllabic_labialized_long_voiceless_dental_fricative_consonant
D=_w:	ð̩ʷː	ð̩ʷː	syllabic_labialized_long_voiced_dental_fricative_consonant
t=_w:	t̩ʷː	t̩ʷː	syllabic_labialized_long_voiceless_alveolar_stop_consonant
d=_w:	d̩ʷː	d̩ʷː	syllabic_labialized_long_voiced_alveolar_stop_consonant
s=_w:	s̩ʷː	s̩ʷː	syllabic_labialized_long_voiceless_alveolar_sibilant_fricative_consonant
z=_w:	z̩ʷː	z̩ʷː	syllabic_labialized_long_voiced_alveolar_sibilant_fricative_consonant
K=_w:	ɬ̩ʷː	ɬ̩ʷː	syllabic_labialized_long_voiceless_alveolar_lateral_fricative_consonant
K\=_w:	ɮ̩ʷː	ɮ̩ʷː	syllabic_labialized_long_voiced_alveolar_lateral_fricative_consonant
n=_w:	n̩ʷː	n̩ʷː	syllabic_labialized_long_voiced_alveolar_nasal_consonant
S=_w:	ʃ̩ʷː	ʃ̩ʷː	syllabic_labialized_long_voiceless_post-alveolar_sibilant_fricative_consonant
Z=_w:	ʒ̩ʷː	ʒ̩ʷː	syllabic_labialized_long_voiced_post-alveolar_sibilant_fricative_consonant
t`=_w:	ʈ̩ʷː	ʈ̩ʷː	syllabic_labialized_long_voiceless_retroflex_stop_consonant
d`=_w:	ɖ̩ʷː	ɖ̩ʷː	syllabic_labialized_long_voiced_retroflex_stop_consonant
s`=_w:	ʂ̩ʷː	ʂ̩ʷː	syllabic_labialized_long_voiceless_retroflex_sibilant_fricative_consonant
z`=_w:	ʐ̩ʷː	ʐ̩ʷː	syllabic_labialized_long_voiced_retroflex_sibilant_fricative_consonant
n`=_w:	ɳ̩ʷː	ɳ̩ʷː	syllabic_labialized_long_voiced_retroflex_nasal_consonant
c=_w:	c̩ʷː	c̩ʷː	syllabic_labialized_long_voiceless_palatal_stop_consonant
J\=_w:	ɟ̩ʷː	ɟ̩ʷː	syllabic_labialized_long_voiced_palatal_stop_consonant
C=_w:	ç̩ʷː	ç̩ʷː	syllabic_labialized_long_voiceless_palatal_sibilant_fricative_consonant
j\\=_w:	ʝ̩ʷː	ʝ̩ʷː	syllabic_labialized_long_voiced_palatal_fricative_consonant
J=_w:	ɲ̩ʷː	ɲ̩ʷː	syllabic_labialized_long_voiced_palatal_nasal_consonant
k=_w:	k̩ʷː	k̩ʷː	syllabic_labialized_long_voiceless_velar_stop_consonant
g\\=_w:	ɡ̩ʷː	g̩ʷː	syllabic_labialized_long_voiced_velar_stop_consonant
g_<=_w:	ɠ̩ʷː	ɠ̩ʷː	syllabic_labialized_long_voiced_velar_implosive_consonant
x=_w:	x̩ʷː	x̩ʷː	syllabic_labialized_long_voiceless_velar_fricative_consonant
G=_w:	ɣ̩ʷː	ɣ̩ʷː	syllabic_labialized_long_voiced_velar_fricative_consonant
N=_w:	ŋ̩ʷː	ŋ̩ʷː	syllabic_labialized_long_voiced_velar_nasal_consonant
q=_w:	q̩ʷː	q̩ʷː	syllabic_labialized_long_voiceless_uvular_stop_consonant
G\=_w:	ɢ̩ʷː	ɢ̩ʷː	syllabic_labialized_long_voiced_uvular_stop_consonant
G\\_<=_w:	ʛ̩ʷː	ʛ̩ʷː	syllabic_labialized_long_voiced_uvular_implosive_consonant
X=_w:	χ̩ʷː	χ̩ʷː	syllabic_labialized_long_voiceless_uvular_fricative_consonant
R=_w:	ʁ̩ʷː	ʁ̩ʷː	syllabic_labialized_long_voiced_uvular_fricative_consonant
N\=_w:	ɴ̩ʷː	ɴ̩ʷː	syllabic_labialized_long_voiced_uvular_nasal_consonant
?\=_w:	ʕ̩ʷː	ʕ̩ʷː	syllabic_labialized_long_voiced_pharyngeal_fricative_consonant
X\=_w:	ħ̩ʷː	ħ̩ʷː	syllabic_labialized_long_voiceless_pharyngeal_fricative_consonant
?=_w:	ʔ̩ʷː	ʔ̩ʷː	syllabic_labialized_long_voiceless_glottal_stop_consonant
h=_w:	h̩ʷː	h̩ʷː	syllabic_labialized_long_voiceless_glottal_fricative_consonant
h\=_w:	ɦ̩ʷː	ɦ̩ʷː	syllabic_labialized_long_voiced_glottal_fricative_consonant
m0=_w:	m̥̩ʷː	m̩̥ʷː	syllabic_labialized_long_devoiced_voiced_bilabial_nasal_consonant
F0=_w:	ɱ̥̩ʷː	ɱ̩̥ʷː	syllabic_labialized_long_devoiced_voiced_labio-dental_nasal_consonant
n0=_w:	n̥̩ʷː	n̩̥ʷː	syllabic_labialized_long_devoiced_voiced_alveolar_nasal_consonant
n`0=_w:	ɳ̥̩ʷː	ɳ̩̥ʷː	syllabic_labialized_long_devoiced_voiced_retroflex_nasal_consonant
J0=_w:	ɲ̥̩ʷː	ɲ̩̥ʷː	syllabic_labialized_long_devoiced_voiced_palatal_nasal_consonant
N0=_w:	ŋ̥̩ʷː	ŋ̩̥ʷː	syllabic_labialized_long_devoiced_voiced_velar_nasal_consonant
N\0=_w:	ɴ̥̩ʷː	ɴ̩̥ʷː	syllabic_labialized_long_devoiced_voiced_uvular_nasal_consonant
W:	ʍː	ʍː	long_voiceless_labio-velar_approximant_consonant
x\[?]:	ɧː	ɧː	long_voiceless_palatal-velar_fricative_consonant
c\:	ɕː	ɕː	long_voiceless_alveolo-palatal_sibilant_fricative_consonant
z\:	ʑː	ʑː	long_voiced_alveolo-palatal_sibilant_fricative_consonant
k)p:	k͡pː	kpː	from_voiceless_velar_stop_to_long_voiceless_bilabial_stop_cluster
g\\)b:	ɡ͡bː	gbː	from_voiced_velar_stop_to_long_voiced_bilabial_stop_cluster
p)t:	p͡tː	ptː	from_voiceless_bilabial_stop_to_long_voiceless_alveolar_stop_cluster
b)d:	b͡dː	bdː	from_voiced_bilabial_stop_to_long_voiced_alveolar_stop_cluster
t)c\:	t͡ɕː	tɕː	long_voiceless_alveolo-palatal_sibilant_affricate_consonant
d)z\:	d͡ʑː	dʑː	long_voiced_alveolo-palatal_sibilant_affricate_consonant
W=:	ʍ̩ː	ʍ̩ː	syllabic_long_voiceless_labio-velar_approximant_consonant
x\[?]=:	ɧ̩ː	ɧ̩ː	syllabic_long_voiceless_palatal-velar_fricative_consonant
c\=:	ɕ̩ː	ɕ̩ː	syllabic_long_voiceless_alveolo-palatal_sibilant_fricative_consonant
z\=:	ʑ̩ː	ʑ̩ː	syllabic_long_voiced_alveolo-palatal_sibilant_fricative_consonant
W;:	ʍʲː	ʍʲː	palatalized_long_voiceless_labio-velar_approximant_consonant
x\[?];:	ɧʲː	ɧʲː	palatalized_long_voiceless_palatal-velar_fricative_consonant
c\;:	ɕʲː	ɕʲː	palatalized_long_voiceless_alveolo-palatal_sibilant_fricative_consonant
z\;:	ʑʲː	ʑʲː	palatalized_long_voiced_alveolo-palatal_sibilant_fricative_consonant
W=;:	ʍ̩ʲː	ʍ̩ʲː	syllabic_palatalized_long_voiceless_labio-velar_approximant_consonant
x\[?]=;:	ɧ̩ʲː	ɧ̩ʲː	syllabic_palatalized_long_voiceless_palatal-velar_fricative_consonant
c\=;:	ɕ̩ʲː	ɕ̩ʲː	syllabic_palatalized_long_voiceless_alveolo-palatal_sibilant_fricative_consonant
z\=;:	ʑ̩ʲː	ʑ̩ʲː	syllabic_palatalized_long_voiced_alveolo-palatal_sibilant_fricative_consonant
W_w:	ʍʷː	ʍʷː	labialized_long_voiceless_labio-velar_approximant_consonant
x\[?]_w:	ɧʷː	ɧʷː	labialized_long_voiceless_palatal-velar_fricative_consonant
c\_w:	ɕʷː	ɕʷː	labialized_long_voiceless_alveolo-palatal_sibilant_fricative_consonant
z\_w:	ʑʷː	ʑʷː	labialized_long_voiced_alveolo-palatal_sibilant_fricative_consonant
W=_w:	ʍ̩ʷː	ʍ̩ʷː	syllabic_labialized_long_voiceless_labio-velar_approximant_consonant
x\[?]=_w:	ɧ̩ʷː	ɧ̩ʷː	syllabic_labialized_long_voiceless_palatal-velar_fricative_consonant
c\=_w:	ɕ̩ʷː	ɕ̩ʷː	syllabic_labialized_long_voiceless_alveolo-palatal_sibilant_fricative_consonant
z\=_w:	ʑ̩ʷː	ʑ̩ʷː	syllabic_labialized_long_voiced_alveolo-palatal_sibilant_fricative_consonant
k)p_$h:	k͡pʰː	kpʰː	from_voiceless_velar_stop_to_aspirated_long_voiceless_bilabial_stop_cluster
g\\)b_$h:	ɡ͡bʰː	gbʰː	from_voiced_velar_stop_to_aspirated_long_voiced_bilabial_stop_cluster
p)t_$h:	p͡tʰː	ptʰː	from_voiceless_bilabial_stop_to_aspirated_long_voiceless_alveolar_stop_cluster
b)d_$h:	b͡dʰː	bdʰː	from_voiced_bilabial_stop_to_aspirated_long_voiced_alveolar_stop_cluster
t)c\_$h:	t͡ɕʰː	tɕʰː	aspirated_long_voiceless_alveolo-palatal_sibilant_affricate_consonant
d)z\_$h:	d͡ʑʰː	dʑʰː	aspirated_long_voiced_alveolo-palatal_sibilant_affricate_consonant
k)p_w:	k͡pʷː	kpʷː	from_voiceless_velar_stop_to_labialized_long_voiceless_bilabial_stop_cluster
g\\)b_w:	ɡ͡bʷː	gbʷː	from_voiced_velar_stop_to_labialized_long_voiced_bilabial_stop_cluster
p)t_w:	p͡tʷː	ptʷː	from_voiceless_bilabial_stop_to_labialized_long_voiceless_alveolar_stop_cluster
b)d_w:	b͡dʷː	bdʷː	from_voiced_bilabial_stop_to_labialized_long_voiced_alveolar_stop_cluster
t)c\_w:	t͡ɕʷː	tɕʷː	labialized_long_voiceless_alveolo-palatal_sibilant_affricate_consonant
d)z\_w:	d͡ʑʷː	dʑʷː	labialized_long_voiced_alveolo-palatal_sibilant_affricate_consonant
k)p;:	k͡pʲː	kpʲː	from_voiceless_velar_stop_to_palatalized_long_voiceless_bilabial_stop_cluster
g\\)b;:	ɡ͡bʲː	gbʲː	from_voiced_velar_stop_to_palatalized_long_voiced_bilabial_stop_cluster
p)t;:	p͡tʲː	ptʲː	from_voiceless_bilabial_stop_to_palatalized_long_voiceless_alveolar_stop_cluster
b)d;:	b͡dʲː	bdʲː	from_voiced_bilabial_stop_to_palatalized_long_voiced_alveolar_stop_cluster
t)c\;:	t͡ɕʲː	tɕʲː	palatalized_long_voiceless_alveolo-palatal_sibilant_affricate_consonant
d)z\;:	d͡ʑʲː	dʑʲː	palatalized_long_voiced_alveolo-palatal_sibilant_affricate_consonant
p)p\_$h:	p͡ɸʰː	pɸʰː	aspirated_long_voiceless_bilabial_affricate_consonant
b)B_$h:	b͡βʰː	bβʰː	aspirated_long_voiced_bilabial_affricate_consonant
p)f_$h:	p͡fʰː	pfʰː	aspirated_long_voiceless_labio-dental_affricate_consonant
b)v_$h:	b͡vʰː	bvʰː	aspirated_long_voiced_labio-dental_affricate_consonant
d_d_$h:	d̪ʰː	d̪ʰː	aspirated_long_voiced_dental_stop_consonant
d_-_$h:	d̠ʰː	d̠ʰː	aspirated_long_voiced_post-alveolar_stop_consonant
t_d)T_$h:	t̪͡θʰː	tθʰː	aspirated_long_voiceless_dental_affricate_consonant
t_d)s_d_$h:	t̪͡s̪ʰː	tθʰː	aspirated_long_voiceless_dental_affricate_consonant
d_d)z_d_$h:	d̪͡z̪ʰː	dz̪ʰː	aspirated_long_voiced_dental_sibilant_affricate_consonant
d_-)K\_-_$h:	d̠͡ɮ̠ʰː	d̠ɮ̠ʰː	from_voiced_post-alveolar_stop_to_retracted_aspirated_long_voiced_alveolar_lateral_fricative_cluster
t_d)K_d_$h:	t̪͡ɬ̪ʰː	tɬ̪ʰː	aspirated_long_voiceless_dental_lateral_affricate_consonant
d)z_$h:	d͡zʰː	dzʰː	aspirated_long_voiced_alveolar_sibilant_affricate_consonant
d_d)D_$h:	d̪͡ðʰː	dðʰː	aspirated_long_voiced_dental_affricate_consonant
n_d_$h:	n̪ʰː	n̪ʰː	aspirated_long_voiced_dental_nasal_consonant
t_-_$h:	t̠ʰː	t̠ʰː	aspirated_long_voiceless_post-alveolar_stop_consonant
t)s_$h:	t͡sʰː	tsʰː	aspirated_long_voiceless_alveolar_sibilant_affricate_consonant
d)K\_$h:	d͡ɮʰː	dɮʰː	aspirated_long_voiced_alveolar_lateral_affricate_consonant
t)K_$h:	t͡ɬʰː	tɬʰː	aspirated_long_voiceless_alveolar_lateral_affricate_consonant
n_-_$h:	n̠ʰː	n̠ʰː	retracted_aspirated_long_voiced_alveolar_nasal_consonant
t)S_$h:	t͡ʃʰː	tʃʰː	aspirated_long_voiceless_post-alveolar_sibilant_affricate_consonant
d)Z_$h:	d͡ʒʰː	dʒʰː	aspirated_long_voiced_post-alveolar_sibilant_affricate_consonant
t`)s`_$h:	ʈ͡ʂʰː	ʈʂʰː	aspirated_long_voiceless_retroflex_sibilant_affricate_consonant
d`)z`_$h:	ɖ͡ʐʰː	ɖʐʰː	aspirated_long_voiced_retroflex_sibilant_affricate_consonant
c)C_$h:	c͡çʰː	cçʰː	aspirated_long_voiceless_palatal_affricate_consonant
J\)j\\_$h:	ɟ͡ʝʰː	ɟʝʰː	aspirated_long_voiced_palatal_affricate_consonant
k_+_$h:	k̟ʰː	k̟ʰː	advanced_aspirated_long_voiceless_velar_stop_consonant
k_-_$h:	k̠ʰː	k̠ʰː	retracted_aspirated_long_voiceless_velar_stop_consonant
g\\_+)G_+_$h:	ɡ̟͡ɣ̟ʰː	g̟ɣ̟ʰː	from_advanced_voiced_velar_stop_to_advanced_aspirated_long_voiced_velar_fricative_cluster
g\\)G_$h:	ɡ͡ɣʰː	gɣʰː	aspirated_long_voiced_velar_affricate_consonant
g\\_-)G_-_$h:	ɡ̠͡ɣ̠ʰː	g̠ɣ̠ʰː	from_retracted_voiced_velar_stop_to_retracted_aspirated_long_voiced_velar_fricative_cluster
k_+)x_+_$h:	k̟͡x̟ʰː	k̟x̟ʰː	from_advanced_voiceless_velar_stop_to_advanced_aspirated_long_voiceless_velar_fricative_cluster
k)x_$h:	k͡xʰː	kxʰː	aspirated_long_voiceless_velar_affricate_consonant
k_-)x_-_$h:	k̠͡x̠ʰː	k̠x̠ʰː	from_retracted_voiceless_velar_stop_to_retracted_aspirated_long_voiceless_velar_fricative_cluster
N_+_$h:	ŋ̟ʰː	ŋ̟ʰː	advanced_aspirated_long_voiced_velar_nasal_consonant
N_-_$h:	ŋ̠ʰː	ŋ̠ʰː	retracted_aspirated_long_voiced_velar_nasal_consonant
G\)R_$h:	ɢ͡ʁʰː	ɢʁʰː	aspirated_long_voiced_uvular_affricate_consonant
q)X_$h:	q͡χʰː	qχʰː	aspirated_long_voiceless_uvular_affricate_consonant
p)p\_w:	p͡ɸʷː	pɸʷː	labialized_long_voiceless_bilabial_affricate_consonant
b)B_w:	b͡βʷː	bβʷː	labialized_long_voiced_bilabial_affricate_consonant
p)f_w:	p͡fʷː	pfʷː	labialized_long_voiceless_labio-dental_affricate_consonant
b)v_w:	b͡vʷː	bvʷː	labialized_long_voiced_labio-dental_affricate_consonant
t_d_w:	t̪ʷː	t̪ʷː	labialized_long_voiceless_dental_stop_consonant
d_d_w:	d̪ʷː	d̪ʷː	labialized_long_voiced_dental_stop_consonant
d_-_w:	d̠ʷː	d̠ʷː	labialized_long_voiced_post-alveolar_stop_consonant
t_d)T_w:	t̪͡θʷː	tθʷː	labialized_long_voiceless_dental_affricate_consonant
t_d)s_d_w:	t̪͡s̪ʷː	ts̪ʷː	labialized_long_voiceless_dental_sibilant_affricate_consonant
d_d)z_d_w:	d̪͡z̪ʷː	dz̪ʷː	labialized_long_voiced_dental_sibilant_affricate_consonant
d_-)K\_-_w:	d̠͡ɮ̠ʷː	d̠ɮ̠ʷː	from_voiced_post-alveolar_stop_to_retracted_labialized_long_voiced_alveolar_lateral_fricative_cluster
t_d)K_d_w:	t̪͡ɬ̪ʷː	tɬ̪ʷː	labialized_long_voiceless_dental_lateral_affricate_consonant
d)z_w:	d͡zʷː	dzʷː	labialized_long_voiced_alveolar_sibilant_affricate_consonant
K_d_w:	ɬ̪ʷː	ɬ̪ʷː	labialized_long_voiceless_dental_lateral_fricative_consonant
d_d)D_w:	d̪͡ðʷː	dðʷː	labialized_long_voiced_dental_affricate_consonant
n_d_w:	n̪ʷː	n̪ʷː	labialized_long_voiced_dental_nasal_consonant
t_-_w:	t̠ʷː	t̠ʷː	labialized_long_voiceless_post-alveolar_stop_consonant
t)s_w:	t͡sʷː	tsʷː	labialized_long_voiceless_alveolar_sibilant_affricate_consonant
d)K\_w:	d͡ɮʷː	dɮʷː	labialized_long_voiced_alveolar_lateral_affricate_consonant
t)K_w:	t͡ɬʷː	tɬʷː	labialized_long_voiceless_alveolar_lateral_affricate_consonant
K_-_w:	ɬ̠ʷː	ɬ̠ʷː	retracted_labialized_long_voiceless_alveolar_lateral_fricative_consonant
K\_-_w:	ɮ̠ʷː	ɮ̠ʷː	retracted_labialized_long_voiced_alveolar_lateral_fricative_consonant
n_-_w:	n̠ʷː	n̠ʷː	retracted_labialized_long_voiced_alveolar_nasal_consonant
t)S_w:	t͡ʃʷː	tʃʷː	labialized_long_voiceless_post-alveolar_sibilant_affricate_consonant
d)Z_w:	d͡ʒʷː	dʒʷː	labialized_long_voiced_post-alveolar_sibilant_affricate_consonant
t`)s`_w:	ʈ͡ʂʷː	ʈʂʷː	labialized_long_voiceless_retroflex_sibilant_affricate_consonant
d`)z`_w:	ɖ͡ʐʷː	ɖʐʷː	labialized_long_voiced_retroflex_sibilant_affricate_consonant
c)C_w:	c͡çʷː	cçʷː	labialized_long_voiceless_palatal_affricate_consonant
J\)j\\_w:	ɟ͡ʝʷː	ɟʝʷː	labialized_long_voiced_palatal_affricate_consonant
k_+_w:	k̟ʷː	k̟ʷː	advanced_labialized_long_voiceless_velar_stop_consonant
k_-_w:	k̠ʷː	k̠ʷː	retracted_labialized_long_voiceless_velar_stop_consonant
x_+_w:	x̟ʷː	x̟ʷː	advanced_labialized_long_voiceless_velar_fricative_consonant
x_-_w:	x̠ʷː	x̠ʷː	retracted_labialized_long_voiceless_velar_fricative_consonant
G_+_w:	ɣ̟ʷː	ɣ̟ʷː	advanced_labialized_long_voiced_velar_fricative_consonant
G_-_w:	ɣ̠ʷː	ɣ̠ʷː	retracted_labialized_long_voiced_velar_fricative_consonant
g\\_+)G_+_w:	ɡ̟͡ɣ̟ʷː	g̟ɣ̟ʷː	from_advanced_voiced_velar_stop_to_advanced_labialized_long_voiced_velar_fricative_cluster
g\\)G_w:	ɡ͡ɣʷː	gɣʷː	labialized_long_voiced_velar_affricate_consonant
g\\_-)G_-_w:	ɡ̠͡ɣ̠ʷː	g̠ɣ̠ʷː	from_retracted_voiced_velar_stop_to_retracted_labialized_long_voiced_velar_fricative_cluster
k_+)x_+_w:	k̟͡x̟ʷː	k̟x̟ʷː	from_advanced_voiceless_velar_stop_to_advanced_labialized_long_voiceless_velar_fricative_cluster
k)x_w:	k͡xʷː	kxʷː	labialized_long_voiceless_velar_affricate_consonant
k_-)x_-_w:	k̠͡x̠ʷː	k̠x̠ʷː	from_retracted_voiceless_velar_stop_to_retracted_labialized_long_voiceless_velar_fricative_cluster
N_+_w:	ŋ̟ʷː	ŋ̟ʷː	advanced_labialized_long_voiced_velar_nasal_consonant
N_-_w:	ŋ̠ʷː	ŋ̠ʷː	retracted_labialized_long_voiced_velar_nasal_consonant
G\)R_w:	ɢ͡ʁʷː	ɢʁʷː	labialized_long_voiced_uvular_affricate_consonant
q)X_w:	q͡χʷː	qχʷː	labialized_long_voiceless_uvular_affricate_consonant
p)p\;:	p͡ɸʲː	pɸʲː	palatalized_long_voiceless_bilabial_affricate_consonant
b)B;:	b͡βʲː	bβʲː	palatalized_long_voiced_bilabial_affricate_consonant
p)f;:	p͡fʲː	pfʲː	palatalized_long_voiceless_labio-dental_affricate_consonant
b)v;:	b͡vʲː	bvʲː	palatalized_long_voiced_labio-dental_affricate_consonant
t_d;:	t̪ʲː	t̪ʲː	palatalized_long_voiceless_dental_stop_consonant
d_d;:	d̪ʲː	d̪ʲː	palatalized_long_voiced_dental_stop_consonant
d_-;:	d̠ʲː	d̠ʲː	palatalized_long_voiced_post-alveolar_stop_consonant
t_d)T;:	t̪͡θʲː	tθʲː	palatalized_long_voiceless_dental_affricate_consonant
t_d)s_d;:	t̪͡s̪ʲː	ts̪ʲː	palatalized_long_voiceless_dental_sibilant_affricate_consonant
d_d)z_d;:	d̪͡z̪ʲː	dz̪ʲː	palatalized_long_voiced_dental_sibilant_affricate_consonant
d_-)K\_-;:	d̠͡ɮ̠ʲː	d̠ɮ̠ʲː	from_voiced_post-alveolar_stop_to_retracted_palatalized_long_voiced_alveolar_lateral_fricative_cluster
t_d)K_d;:	t̪͡ɬ̪ʲː	tɬ̪ʲː	palatalized_long_voiceless_dental_lateral_affricate_consonant
d)z;:	d͡zʲː	dzʲː	palatalized_long_voiced_alveolar_sibilant_affricate_consonant
K_d;:	ɬ̪ʲː	ɬ̪ʲː	palatalized_long_voiceless_dental_lateral_fricative_consonant
d_d)D;:	d̪͡ðʲː	dðʲː	palatalized_long_voiced_dental_affricate_consonant
n_d;:	n̪ʲː	n̪ʲː	palatalized_long_voiced_dental_nasal_consonant
t_-;:	t̠ʲː	t̠ʲː	palatalized_long_voiceless_post-alveolar_stop_consonant
t)s;:	t͡sʲː	tsʲː	palatalized_long_voiceless_alveolar_sibilant_affricate_consonant
d)K\;:	d͡ɮʲː	dɮʲː	palatalized_long_voiced_alveolar_lateral_affricate_consonant
t)K;:	t͡ɬʲː	tɬʲː	palatalized_long_voiceless_alveolar_lateral_affricate_consonant
K_-;:	ɬ̠ʲː	ɬ̠ʲː	retracted_palatalized_long_voiceless_alveolar_lateral_fricative_consonant
K\_-;:	ɮ̠ʲː	ɮ̠ʲː	retracted_palatalized_long_voiced_alveolar_lateral_fricative_consonant
n_-;:	n̠ʲː	n̠ʲː	retracted_palatalized_long_voiced_alveolar_nasal_consonant
t)S;:	t͡ʃʲː	tʃʲː	palatalized_long_voiceless_post-alveolar_sibilant_affricate_consonant
d)Z;:	d͡ʒʲː	dʒʲː	palatalized_long_voiced_post-alveolar_sibilant_affricate_consonant
t`)s`;:	ʈ͡ʂʲː	ʈʂʲː	palatalized_long_voiceless_retroflex_sibilant_affricate_consonant
d`)z`;:	ɖ͡ʐʲː	ɖʐʲː	palatalized_long_voiced_retroflex_sibilant_affricate_consonant
c)C;:	c͡çʲː	cçʲː	palatalized_long_voiceless_palatal_affricate_consonant
J\)j\\;:	ɟ͡ʝʲː	ɟʝʲː	palatalized_long_voiced_palatal_affricate_consonant
k_+;:	k̟ʲː	k̟ʲː	advanced_palatalized_long_voiceless_velar_stop_consonant
k_-;:	k̠ʲː	k̠ʲː	retracted_palatalized_long_voiceless_velar_stop_consonant
x_+;:	x̟ʲː	x̟ʲː	advanced_palatalized_long_voiceless_velar_fricative_consonant
x_-;:	x̠ʲː	x̠ʲː	retracted_palatalized_long_voiceless_velar_fricative_consonant
G_+;:	ɣ̟ʲː	ɣ̟ʲː	advanced_palatalized_long_voiced_velar_fricative_consonant
G_-;:	ɣ̠ʲː	ɣ̠ʲː	retracted_palatalized_long_voiced_velar_fricative_consonant
g\\_+)G_+;:	ɡ̟͡ɣ̟ʲː	g̟ɣ̟ʲː	from_advanced_voiced_velar_stop_to_advanced_palatalized_long_voiced_velar_fricative_cluster
g\\)G;:	ɡ͡ɣʲː	gɣʲː	palatalized_long_voiced_velar_affricate_consonant
g\\_-)G_-;:	ɡ̠͡ɣ̠ʲː	g̠ɣ̠ʲː	from_retracted_voiced_velar_stop_to_retracted_palatalized_long_voiced_velar_fricative_cluster
k_+)x_+;:	k̟͡x̟ʲː	k̟x̟ʲː	from_advanced_voiceless_velar_stop_to_advanced_palatalized_long_voiceless_velar_fricative_cluster
k)x;:	k͡xʲː	kxʲː	palatalized_long_voiceless_velar_affricate_consonant
k_-)x_-;:	k̠͡x̠ʲː	k̠x̠ʲː	from_retracted_voiceless_velar_stop_to_retracted_palatalized_long_voiceless_velar_fricative_cluster
N_+;:	ŋ̟ʲː	ŋ̟ʲː	advanced_palatalized_long_voiced_velar_nasal_consonant
N_-;:	ŋ̠ʲː	ŋ̠ʲː	retracted_palatalized_long_voiced_velar_nasal_consonant
G\)R;:	ɢ͡ʁʲː	ɢʁʲː	palatalized_long_voiced_uvular_affricate_consonant
q)X;:	q͡χʲː	qχʲː	palatalized_long_voiceless_uvular_affricate_consonant
_ndz	ⁿdz	ⁿdz	from_pre-nasalized_voiced_alveolar_stop_to_voiced_alveolar_sibilant_fricative_cluster
_nts	ⁿts	ⁿts	from_pre-nasalized_voiceless_alveolar_stop_to_voiceless_alveolar_sibilant_fricative_cluster
_nts_>	ⁿtsʼ	ⁿtsʼ	from_pre-nasalized_voiceless_alveolar_stop_to_voiceless_alveolar_ejective_sibilant_fricative_cluster
dz_$h	dzʰ	dzʰ	aspirated_voiced_alveolar_sibilant_affricate_consonant
dz_w	dzʷ	dzʷ	labialized_voiced_alveolar_sibilant_affricate_consonant
dz_>	dzʼ	dz’	voiced_alveolar_ejective_sibilant_affricate_consonant
dz;	dzʲ	dzʲ	palatalized_voiced_alveolar_sibilant_affricate_consonant
ts_$h_w	tsʰʷ	tsʷʰ	labialized_aspirated_voiceless_alveolar_sibilant_affricate_consonant
ts_w	tsʷ	tsʷ	labialized_voiceless_alveolar_sibilant_affricate_consonant
ts_>_w	tsʼʷ	ts’ʷ	labialized_voiceless_alveolar_ejective_sibilant_affricate_consonant
tz	tz	tz	from_voiceless_alveolar_stop_to_voiced_alveolar_sibilant_fricative_cluster
tz_>	tzʼ	tz’	from_voiceless_alveolar_stop_to_voiced_alveolar_ejective_sibilant_fricative_cluster
_ndB	ⁿdβ	ⁿdβ	from_pre-nasalized_voiced_alveolar_stop_to_voiced_bilabial_fricative_cluster
_ntp\	ⁿtɸ	ⁿtɸ	from_pre-nasalized_voiceless_alveolar_stop_to_voiceless_bilabial_fricative_cluster
dB	dβ	dβ	from_voiced_alveolar_stop_to_voiced_bilabial_fricative_cluster
tp\_$h	tɸʰ	tɸʰ	from_voiceless_alveolar_stop_to_aspirated_voiceless_bilabial_fricative_cluster
tT_>	tθʼ	tθ’	voiceless_dental_ejective_affricate_consonant
