Grapheme	IPA	BIPA	CLTS_Name
G\_$h:	ɢʰː	ɢʰː	aspirated_long_voiced_uvular_stop_consonant
G\\_<_$h:	ʛʰː	ʛʰː	aspirated_long_voiced_uvular_implosive_consonant
N\_$h:	ɴʰː	ɴʰː	aspirated_long_voiced_uvular_nasal_consonant
?_$h:	ʔʰː	ʔʰː	aspirated_long_voiceless_glottal_stop_consonant
m0_$h:	m̥ʰː	m̥ʰː	aspirated_long_devoiced_voiced_bilabial_nasal_consonant
F0_$h:	ɱ̥ʰː	ɱ̥ʰː	aspirated_long_devoiced_voiced_labio-dental_nasal_consonant
n0_$h:	n̥ʰː	n̥ʰː	aspirated_long_devoiced_voiced_alveolar_nasal_consonant
n`0_$h:	ɳ̥ʰː	ɳ̥ʰː	aspirated_long_devoiced_voiced_retroflex_nasal_consonant
J0_$h:	ɲ̥ʰː	ɲ̥ʰː	aspirated_long_devoiced_voiced_palatal_nasal_consonant
N0_$h:	ŋ̥ʰː	ŋ̥ʰː	aspirated_long_devoiced_voiced_velar_nasal_consonant
N\0_$h:	ɴ̥ʰː	ɴ̥ʰː	aspirated_long_devoiced_voiced_uvular_nasal_consonant
p=:	p̩ː	p̩ː	syllabic_long_voiceless_bilabial_stop_consonant
b=:	b̩ː	b̩ː	syllabic_long_voiced_bilabial_stop_consonant
b_<=:	ɓ̩ː	ɓ̩ː	syllabic_long_voiced_bilabial_implosive_consonant
p\=:	ɸ̩ː	ɸ̩ː	syllabic_long_voiceless_bilabial_fricative_consonant
B=:	β̩ː	β̩ː	syllabic_long_voiced_bilabial_fricative_consonant
m=:	m̩ː	m̩ː	syllabic_long_voiced_bilabial_nasal_consonant
f=:	f̩ː	f̩ː	syllabic_long_voiceless_labio-dental_fricative_consonant
v=:	v̩ː	v̩ː	syllabic_long_voiced_labio-dental_fricative_consonant
F=:	ɱ̩ː	ɱ̩ː	syllabic_long_voiced_labio-dental_nasal_consonant
d_<=:	ɗ̩ː	ɗ̩ː	syllabic_long_voiced_dental_implosive_consonant
T=:	θ̩ː	θ̩ː	syllabic_long_voiceless_dental_fricative_consonant
D=:	ð̩ː	ð̩ː	syllabic_long_voiced_dental_fricative_consonant
t=:	t̩ː	t̩ː	syllabic_long_voiceless_alveolar_stop_consonant
d=:	d̩ː	d̩ː	syllabic_long_voiced_alveolar_stop_consonant
s=:	s̩ː	s̩ː	syllabic_long_voiceless_alveolar_sibilant_fricative_consonant
z=:	z̩ː	z̩ː	syllabic_long_voiced_alveolar_sibilant_fricative_consonant
K=:	ɬ̩ː	ɬ̩ː	syllabic_long_voiceless_alveolar_lateral_fricative_consonant
K\=:	ɮ̩ː	ɮ̩ː	syllabic_long_voiced_alveolar_lateral_fricative_consonant
n=:	n̩ː	n̩ː	syllabic_long_voiced_alveolar_nasal_consonant
S=:	ʃ̩ː	ʃ̩ː	syllabic_long_voiceless_post-alveolar_sibilant_fricative_consonant
Z=:	ʒ̩ː	ʒ̩ː	syllabic_long_voiced_post-alveolar_sibilant_fricative_consonant
t`=:	ʈ̩ː	ʈ̩ː	syllabic_long_voiceless_retroflex_stop_consonant
d`=:	ɖ̩ː	ɖ̩ː	syllabic_long_voiced_retroflex_stop_consonant
s`=:	ʂ̩ː	ʂ̩ː	syllabic_long_voiceless_retroflex_sibilant_fricative_consonant
z`=:	ʐ̩ː	ʐ̩ː	syllabic_long_voiced_retroflex_sibilant_fricative_consonant
n`=:	ɳ̩ː	ɳ̩ː	syllabic_long_voiced_retroflex_nasal_consonant
c=:	c̩ː	c̩ː	syllabic_long_voiceless_palatal_stop_consonant
J\=:	ɟ̩ː	ɟ̩ː	syllabic_long_voiced_palatal_stop_consonant
C=:	ç̩ː	ç̩ː	syllabic_long_voiceless_palatal_sibilant_fricative_consonant
j\\=:	ʝ̩ː	ʝ̩ː	syllabic_long_voiced_palatal_fricative_consonant
J=:	ɲ̩ː	ɲ̩ː	syllabic_long_voiced_palatal_nasal_consonant
k=:	k̩ː	k̩ː	syllabic_long_voiceless_velar_stop_consonant
g\\=:	ɡ̩ː	g̩ː	syllabic_long_voiced_velar_stop_consonant
g_<=:	ɠ̩ː	ɠ̩ː	syllabic_long_voiced_velar_implosive_consonant
x=:	x̩ː	x̩ː	syllabic_long_voiceless_velar_fricative_consonant
G=:	ɣ̩ː	ɣ̩ː	syllabic_long_voiced_velar_fricative_consonant
N=:	ŋ̩ː	ŋ̩ː	syllabic_long_voiced_velar_nasal_consonant
q=:	q̩ː	q̩ː	syllabic_long_voiceless_uvular_stop_consonant
G\=:	ɢ̩ː	ɢ̩ː	syllabic_long_voiced_uvular_stop_consonant
G\\_<=:	ʛ̩ː	ʛ̩ː	syllabic_long_voiced_uvular_implosive_consonant
X=:	χ̩ː	χ̩ː	syllabic_long_voiceless_uvular_fricative_consonant
R=:	ʁ̩ː	ʁ̩ː	syllabic_long_voiced_uvular_fricative_consonant
N\=:	ɴ̩ː	ɴ̩ː	syllabic_long_voiced_uvular_nasal_consonant
?\=:	ʕ̩ː	ʕ̩ː	syllabic_long_voiced_pharyngeal_fricative_consonant
X\=:	ħ̩ː	ħ̩ː	syllabic_long_voiceless_pharyngeal_fricative_consonant
?=:	ʔ̩ː	ʔ̩ː	syllabic_long_voiceless_glottal_stop_consonant
h=:	h̩ː	h̩ː	syllabic_long_voiceless_glottal_fricative_consonant
h\=:	ɦ̩ː	ɦ̩ː	syllabic_long_voiced_glottal_fricative_consonant
m0=:	m̥̩ː	m̩̥ː	syllabic_long_devoiced_voiced_bilabial_nasal_consonant
F0=:	ɱ̥̩ː	ɱ̩̥ː	syllabic_long_devoiced_voiced_labio-dental_nasal_consonant
n0=:	n̥̩ː	n̩̥ː	syllabic_long_devoiced_voiced_alveolar_nasal_consonant
n`0=:	ɳ̥̩ː	ɳ̩̥ː	syllabic_long_devoiced_voiced_retroflex_nasal_consonant
J0=:	ɲ̥̩ː	ɲ̩̥ː	syllabic_long_devoiced_voiced_palatal_nasal_consonant
N0=:	ŋ̥̩ː	ŋ̩̥ː	syllabic_long_devoiced_voiced_velar_nasal_consonant
N\0=:	ɴ̥̩ː	ɴ̩̥ː	syllabic_long_devoiced_voiced_uvular_nasal_consonant
p;:	pʲː	pʲː	palatalized_long_voiceless_bilabial_stop_consonant
b;:	bʲː	bʲː	palatalized_long_voiced_bilabial_stop_consonant
b_<;:	ɓʲː	ɓʲː	palatalized_long_voiced_bilabial_implosive_consonant
p\;:	ɸʲː	ɸʲː	palatalized_long_voiceless_bilabial_fricative_consonant
B;:	βʲː	βʲː	palatalized_long_voiced_bilabial_fricative_consonant
m;:	mʲː	mʲː	palatalized_long_voiced_bilabial_nasal_consonant
f;:	fʲː	fʲː	palatalized_long_voiceless_labio-dental_fricative_consonant
v;:	vʲː	vʲː	palatalized_long_voiced_labio-dental_fricative_consonant
F;:	ɱʲː	ɱʲː	palatalized_long_voiced_labio-dental_nasal_consonant
d_<;:	ɗʲː	ɗʲː	palatalized_long_voiced_dental_implosive_consonant
T;:	θʲː	θʲː	palatalized_long_voiceless_dental_fricative_consonant
D;:	ðʲː	ðʲː	palatalized_long_voiced_dental_fricative_consonant
t;:	tʲː	tʲː	palatalized_long_voiceless_alveolar_stop_consonant
d;:	dʲː	dʲː	palatalized_long_voiced_alveolar_stop_consonant
s;:	sʲː	sʲː	palatalized_long_voiceless_alveolar_sibilant_fricative_consonant
z;:	zʲː	zʲː	palatalized_long_voiced_alveolar_sibilant_fricative_consonant
K;:	ɬʲː	ɬʲː	palatalized_long_voiceless_alveolar_lateral_fricative_consonant
K\;:	ɮʲː	ɮʲː	palatalized_long_voiced_alveolar_lateral_fricative_consonant
n;:	nʲː	nʲː	palatalized_long_voiced_alveolar_nasal_consonant
S;:	ʃʲː	ʃʲː	palatalized_long_voiceless_post-alveolar_sibilant_fricative_consonant
Z;:	ʒʲː	ʒʲː	palatalized_long_voiced_post-alveolar_sibilant_fricative_consonant
t`;:	ʈʲː	ʈʲː	palatalized_long_voiceless_retroflex_stop_consonant
d`;:	ɖʲː	ɖʲː	palatalized_long_voiced_retroflex_stop_consonant
s`;:	ʂʲː	ʂʲː	palatalized_long_voiceless_retroflex_sibilant_fricative_consonant
z`;:	ʐʲː	ʐʲː	palatalized_long_voiced_retroflex_sibilant_fricative_consonant
n`;:	ɳʲː	ɳʲː	palatalized_long_voiced_retroflex_nasal_consonant
c;:	cʲː	cʲː	palatalized_long_voiceless_palatal_stop_consonant
J\;:	ɟʲː	ɟʲː	palatalized_long_voiced_palatal_stop_consonant
C;:	çʲː	çʲː	palatalized_long_voiceless_palatal_sibilant_fricative_consonant
j\\;:	ʝʲː	ʝʲː	palatalized_long_voiced_palatal_fricative_consonant
J;:	ɲʲː	ɲʲː	palatalized_long_voiced_palatal_nasal_consonant
k;:	kʲː	kʲː	palatalized_long_voiceless_velar_stop_consonant
g\\;:	ɡʲː	gʲː	palatalized_long_voiced_velar_stop_consonant
g_<;:	ɠʲː	ɠʲː	palatalized_long_voiced_velar_implosive_consonant
x;:	xʲː	xʲː	palatalized_long_voiceless_velar_fricative_consonant
G;:	ɣʲː	ɣʲː	palatalized_long_voiced_velar_fricative_consonant
N;:	ŋʲː	ŋʲː	palatalized_long_voiced_velar_nasal_consonant
q;:	qʲː	qʲː	palatalized_long_voiceless_uvular_stop_consonant
G\;:	ɢʲː	ɢʲː	palatalized_long_voiced_uvular_stop_consonant
G\\_<;:	ʛʲː	ʛʲː	palatalized_long_voiced_uvular_implosive_consonant
X;:	χʲː	χʲː	palatalized_long_voiceless_uvular_fricative_consonant
R;:	ʁʲː	ʁʲː	palatalized_long_voiced_uvular_fricative_consonant
N\;:	ɴʲː	ɴʲː	palatalized_long_voiced_uvular_nasal_consonant
?\;:	ʕʲː	ʕʲː	palatalized_long_voiced_pharyngeal_fricative_consonant
X\;:	ħʲː	ħʲː	palatalized_long_voiceless_pharyngeal_fricative_consonant
?;:	ʔʲː	ʔʲː	palatalized_long_voiceless_glottal_stop_consonant
h;:	hʲː	hʲː	palatalized_long_voiceless_glottal_fricative_consonant
h\;:	ɦʲː	ɦʲː	palatalized_long_voiced_glottal_fricative_consonant
m0;:	m̥ʲː	m̥ʲː	palatalized_long_devoiced_voiced_bilabial_nasal_consonant
F0;:	ɱ̥ʲː	ɱ̥ʲː	palatalized_long_devoiced_voiced_labio-dental_nasal_consonant
n0;:	n̥ʲː	n̥ʲː	palatalized_long_devoiced_voiced_alveolar_nasal_consonant
n`0;:	ɳ̥ʲː	ɳ̥ʲː	palatalized_long_devoiced_voiced_retroflex_nasal_consonant
J0;:	ɲ̥ʲː	ɲ̥ʲː	palatalized_long_devoiced_voiced_palatal_nasal_consonant
N0;:	ŋ̥ʲː	ŋ̥ʲː	palatalized_long_devoiced_voiced_velar_nasal_consonant
N\0;:	ɴ̥ʲː	ɴ̥ʲː	palatalized_long_devoiced_voiced_uvular_nasal_consonant
p_$h;:	pʰʲː	pʲʰː	palatalized_aspirated_long_voiceless_bilabial_stop_consonant
b_$h;:	bʰʲː	bʲʰː	palatalized_aspirated_long_voiced_bilabial_stop_consonant
b_<_$h;:	ɓʰʲː	ɓʲʰː	palatalized_aspirated_long_voiced_bilabial_implosive_consonant
m_$h;:	mʰʲː	mʲʰː	palatalized_aspirated_long_voiced_bilabial_nasal_consonant
F_$h;:	ɱʰʲː	ɱʲʰː	palatalized_aspirated_long_voiced_labio-dental_nasal_consonant
d_<_$h;:	ɗʰʲː	ɗʲʰː	palatalized_aspirated_long_voiced_dental_implosive_consonant
t_$h;:	tʰʲː	tʲʰː	palatalized_aspirated_long_voiceless_alveolar_stop_consonant
d_$h;:	dʰʲː	dʲʰː	palatalized_aspirated_long_voiced_alveolar_stop_consonant
n_$h;:	nʰʲː	nʲʰː	palatalized_aspirated_long_voiced_alveolar_nasal_consonant
t`_$h;:	ʈʰʲː	ʈʲʰː	palatalized_aspirated_long_voiceless_retroflex_stop_consonant
d`_$h;:	ɖʰʲː	ɖʲʰː	palatalized_aspirated_long_voiced_retroflex_stop_consonant
n`_$h;:	ɳʰʲː	ɳʲʰː	palatalized_aspirated_long_voiced_retroflex_nasal_consonant
c_$h;:	cʰʲː	cʲʰː	palatalized_aspirated_long_voiceless_palatal_stop_consonant
J\_$h;:	ɟʰʲː	ɟʲʰː	palatalized_aspirated_long_voiced_palatal_stop_consonant
J_$h;:	ɲʰʲː	ɲʲʰː	palatalized_aspirated_long_voiced_palatal_nasal_consonant
k_$h;:	kʰʲː	kʲʰː	palatalized_aspirated_long_voiceless_velar_stop_consonant
g\\_$h;:	ɡʰʲː	gʲʰː	palatalized_aspirated_long_voiced_velar_stop_consonant
g_<_$h;:	ɠʰʲː	ɠʲʰː	palatalized_aspirated_long_voiced_velar_implosive_consonant
N_$h;:	ŋʰʲː	ŋʲʰː	palatalized_aspirated_long_voiced_velar_nasal_consonant
q_$h;:	qʰʲː	qʲʰː	palatalized_aspirated_long_voiceless_uvular_stop_consonant
G\_$h;:	ɢʰʲː	ɢʲʰː	palatalized_aspirated_long_voiced_uvular_stop_consonant
G\\_<_$h;:	ʛʰʲː	ʛʲʰː	palatalized_aspirated_long_voiced_uvular_implosive_consonant
N\_$h;:	ɴʰʲː	ɴʲʰː	palatalized_aspirated_long_voiced_uvular_nasal_consonant
?_$h;:	ʔʰʲː	ʔʲʰː	palatalized_aspirated_long_voiceless_glottal_stop_consonant
m0_$h;:	m̥ʰʲː	m̥ʲʰː	palatalized_aspirated_long_devoiced_voiced_bilabial_nasal_consonant
F0_$h;:	ɱ̥ʰʲː	ɱ̥ʲʰː	palatalized_aspirated_long_devoiced_voiced_labio-dental_nasal_consonant
n0_$h;:	n̥ʰʲː	n̥ʲʰː	palatalized_aspirated_long_devoiced_voiced_alveolar_nasal_consonant
n`0_$h;:	ɳ̥ʰʲː	ɳ̥ʲʰː	palatalized_aspirated_long_devoiced_voiced_retroflex_nasal_consonant
J0_$h;:	ɲ̥ʰʲː	ɲ̥ʲʰː	palatalized_aspirated_long_devoiced_voiced_palatal_nasal_consonant
N0_$h;:	ŋ̥ʰʲː	ŋ̥ʲʰː	palatalized_aspirated_long_devoiced_voiced_velar_nasal_consonant
N\0_$h;:	ɴ̥ʰʲː	ɴ̥ʲʰː	palatalized_aspirated_long_devoiced_voiced_uvular_nasal_consonant
p=;:	p̩ʲː	p̩ʲː	syllabic_palatalized_long_voiceless_bilabial_stop_consonant
b=;:	b̩ʲː	b̩ʲː	syllabic_palatalized_long_voiced_bilabial_stop_consonant
b_<=;:	ɓ̩ʲː	ɓ̩ʲː	syllabic_palatalized_long_voiced_bilabial_implosive_consonant
p\=;:	ɸ̩ʲː	ɸ̩ʲː	syllabic_palatalized_long_voiceless_bilabial_fricative_consonant
B=;:	β̩ʲː	β̩ʲː	syllabic_palatalized_long_voiced_bilabial_fricative_consonant
m=;:	m̩ʲː	m̩ʲː	syllabic_palatalized_long_voiced_bilabial_nasal_consonant
f=;:	f̩ʲː	f̩ʲː	syllabic_palatalized_long_voiceless_labio-dental_fricative_consonant
v=;:	v̩ʲː	v̩ʲː	syllabic_palatalized_long_voiced_labio-dental_fricative_consonant
F=;:	ɱ̩ʲː	ɱ̩ʲː	syllabic_palatalized_long_voiced_labio-dental_nasal_consonant
d_<=;:	ɗ̩ʲː	ɗ̩ʲː	syllabic_palatalized_long_voiced_dental_implosive_consonant
T=;:	θ̩ʲː	θ̩ʲː	syllabic_palatalized_long_voiceless_dental_fricative_consonant
D=;:	ð̩ʲː	ð̩ʲː	syllabic_palatalized_long_voiced_dental_fricative_consonant
t=;:	t̩ʲː	t̩ʲː	syllabic_palatalized_long_voiceless_alveolar_stop_consonant
d=;:	d̩ʲː	d̩ʲː	syllabic_palatalized_long_voiced_alveolar_stop_consonant
s=;:	s̩ʲː	s̩ʲː	syllabic_palatalized_long_voiceless_alveolar_sibilant_fricative_consonant
z=;:	z̩ʲː	z̩ʲː	syllabic_palatalized_long_voiced_alveolar_sibilant_fricative_consonant
K=;:	ɬ̩ʲː	ɬ̩ʲː	syllabic_palatalized_long_voiceless_alveolar_lateral_fricative_consonant
K\=;:	ɮ̩ʲː	ɮ̩ʲː	syllabic_palatalized_long_voiced_alveolar_lateral_fricative_consonant
n=;:	n̩ʲː	n̩ʲː	syllabic_palatalized_long_voiced_alveolar_nasal_consonant
S=;:	ʃ̩ʲː	ʃ̩ʲː	syllabic_palatalized_long_voiceless_post-alveolar_sibilant_fricative_consonant
Z=;:	ʒ̩ʲː	ʒ̩ʲː	syllabic_palatalized_long_voiced_post-alveolar_sibilant_fricative_consonant
t`=;:	ʈ̩ʲː	ʈ̩ʲː	syllabic_palatalized_long_voiceless_retroflex_stop_consonant
d`=;:	ɖ̩ʲː	ɖ̩ʲː	syllabic_palatalized_long_voiced_retroflex_stop_consonant
s`=;:	ʂ̩ʲː	ʂ̩ʲː	syllabic_palatalized_long_voiceless_retroflex_sibilant_fricative_consonant
z`=;:	ʐ̩ʲː	ʐ̩ʲː	syllabic_palatalized_long_voiced_retroflex_sibilant_fricative_consonant
n`=;:	ɳ̩ʲː	ɳ̩ʲː	syllabic_palatalized_long_voiced_retroflex_nasal_consonant
c=;:	c̩ʲː	c̩ʲː	syllabic_palatalized_long_voiceless_palatal_stop_consonant
J\=;:	ɟ̩ʲː	ɟ̩ʲː	syllabic_palatalized_long_voiced_palatal_stop_consonant
C=;:	ç̩ʲː	ç̩ʲː	syllabic_palatalized_long_voiceless_palatal_sibilant_fricative_consonant
j\\=;:	ʝ̩ʲː	ʝ̩ʲː	syllabic_palatalized_long_voiced_palatal_fricative_consonant
J=;:	ɲ̩ʲː	ɲ̩ʲː	syllabic_palatalized_long_voiced_palatal_nasal_consonant
k=;:	k̩ʲː	k̩ʲː	syllabic_palatalized_long_voiceless_velar_stop_consonant
g\\=;:	ɡ̩ʲː	g̩ʲː	syllabic_palatalized_long_voiced_velar_stop_consonant
g_<=;:	ɠ̩ʲː	ɠ̩ʲː	syllabic_palatalized_long_voiced_velar_implosive_consonant
x=;:	x̩ʲː	x̩ʲː	syllabic_palatalized_long_voiceless_velar_fricative_consonant
G=;:	ɣ̩ʲː	ɣ̩ʲː	syllabic_palatalized_long_voiced_velar_fricative_consonant
N=;:	ŋ̩ʲː	ŋ̩ʲː	syllabic_palatalized_long_voiced_velar_nasal_consonant
q=;:	q̩ʲː	q̩ʲː	syllabic_palatalized_long_voiceless_uvular_stop_consonant
G\=;:	ɢ̩ʲː	ɢ̩ʲː	syllabic_palatalized_long_voiced_uvular_stop_consonant
G\\_<=;:	ʛ̩ʲː	ʛ̩ʲː	syllabic_palatalized_long_voiced_uvular_implosive_consonant
X=;:	χ̩ʲː	χ̩ʲː	syllabic_palatalized_long_voiceless_uvular_fricative_consonant
R=;:	ʁ̩ʲː	ʁ̩ʲː	syllabic_palatalized_long_voiced_uvular_fricative_consonant
N\=;:	ɴ̩ʲː	ɴ̩ʲː	syllabic_palatalized_long_voiced_uvular_nasal_consonant
?\=;:	ʕ̩ʲː	ʕ̩ʲː	syllabic_palatalized_long_voiced_pharyngeal_fricative_consonant
X\=;:	ħ̩ʲː	ħ̩ʲː	syllabic_palatalized_long_voiceless_pharyngeal_fricative_consonant
?=;:	ʔ̩ʲː	ʔ̩ʲː	syllabic_palatalized_long_voiceless_glottal_stop_consonant
h=;:	h̩ʲː	h̩ʲː	syllabic_palatalized_long_voiceless_glottal_fricative_consonant
h\=;:	ɦ̩ʲː	ɦ̩ʲː	syllabic_palatalized_long_voiced_glottal_fricative_consonant
m0=;:	m̥̩ʲː	m̩̥ʲː	syllabic_palatalized_long_devoiced_voiced_bilabial_nasal_consonant
F0=;:	ɱ̥̩ʲː	ɱ̩̥ʲː	syllabic_palatalized_long_devoiced_voiced_labio-dental_nasal_consonant
n0=;:	n̥̩ʲː	n̩̥ʲː	syllabic_palatalized_long_devoiced_voiced_alveolar_nasal_consonant
n`0=;:	ɳ̥̩ʲː	ɳ̩̥ʲː	syllabic_palatalized_long_devoiced_voiced_retroflex_nasal_consonant
J0=;:	ɲ̥̩ʲː	ɲ̩̥ʲː	syllabic_palatalized_long_devoiced_voiced_palatal_nasal_consonant
N0=;:	ŋ̥̩ʲː	ŋ̩̥ʲː	syllabic_palatalized_long_devoiced_voiced_velar_nasal_consonant
N\0=;:	ɴ̥̩ʲː	ɴ̩̥ʲː	syllabic_palatalized_long_devoiced_voiced_uvular_nasal_consonant
p_w:	pʷː	pʷː	labialized_long_voiceless_bilabial_stop_consonant
b_<_w:	ɓʷː	ɓʷː	labialized_long_voiced_bilabial_implosive_consonant
p\_w:	ɸʷː	ɸʷː	labialized_long_voiceless_bilabial_fricative_consonant
B_w:	βʷː	βʷː	labialized_long_voiced_bilabial_fricative_consonant
v_w:	vʷː	vʷː	labialized_long_voiced_labio-dental_fricative_consonant
F_w:	ɱʷː	ɱʷː	labialized_long_voiced_labio-dental_nasal_consonant
d_<_w:	ɗʷː	ɗʷː	labialized_long_voiced_dental_implosive_consonant
T_w:	θʷː	θʷː	labialized_long_voiceless_dental_fricative_consonant
D_w:	ðʷː	ðʷː	labialized_long_voiced_dental_fricative_consonant
t_w:	tʷː	tʷː	labialized_long_voiceless_alveolar_stop_consonant
d_w:	dʷː	dʷː	labialized_long_voiced_alveolar_stop_consonant
s_w:	sʷː	sʷː	labialized_long_voiceless_alveolar_sibilant_fricative_consonant
z_w:	zʷː	zʷː	labialized_long_voiced_alveolar_sibilant_fricative_consonant
K_w:	ɬʷː	ɬʷː	labialized_long_voiceless_alveolar_lateral_fricative_consonant
K\_w:	ɮʷː	ɮʷː	labialized_long_voiced_alveolar_lateral_fricative_consonant
n_w:	nʷː	nʷː	labialized_long_voiced_alveolar_nasal_consonant
S_w:	ʃʷː	ʃʷː	labialized_long_voiceless_post-alveolar_sibilant_fricative_consonant
Z_w:	ʒʷː	ʒʷː	labialized_long_voiced_post-alveolar_sibilant_fricative_consonant
t`_w:	ʈʷː	ʈʷː	labialized_long_voiceless_retroflex_stop_consonant
d`_w:	ɖʷː	ɖʷː	labialized_long_voiced_retroflex_stop_consonant
s`_w:	ʂʷː	ʂʷː	labialized_long_voiceless_retroflex_sibilant_fricative_consonant
z`_w:	ʐʷː	ʐʷː	labialized_long_voiced_retroflex_sibilant_fricative_consonant
n`_w:	ɳʷː	ɳʷː	labialized_long_voiced_retroflex_nasal_consonant
c_w:	cʷː	cʷː	labialized_long_voiceless_palatal_stop_consonant
J\_w:	ɟʷː	ɟʷː	labialized_long_voiced_palatal_stop_consonant
C_w:	çʷː	çʷː	labialized_long_voiceless_palatal_sibilant_fricative_consonant
j\\_w:	ʝʷː	ʝʷː	labialized_long_voiced_palatal_fricative_consonant
J_w:	ɲʷː	ɲʷː	labialized_long_voiced_palatal_nasal_consonant
g\\_w:	ɡʷː	gʷː	labialized_long_voiced_velar_stop_consonant
g_<_w:	ɠʷː	ɠʷː	labialized_long_voiced_velar_implosive_consonant
x_w:	xʷː	xʷː	labialized_long_voiceless_velar_fricative_consonant
G_w:	ɣʷː	ɣʷː	labialized_long_voiced_velar_fricative_consonant
N_w:	ŋʷː	ŋʷː	labialized_long_voiced_velar_nasal_consonant
q_w:	qʷː	qʷː	labialized_long_voiceless_uvular_stop_consonant
G\_w:	ɢʷː	ɢʷː	labialized_long_voiced_uvular_stop_consonant
G\\_<_w:	ʛʷː	ʛʷː	labialized_long_voiced_uvular_implosive_consonant
X_w:	χʷː	χʷː	labialized_long_voiceless_uvular_fricative_consonant
R_w:	ʁʷː	ʁʷː	labialized_long_voiced_uvular_fricative_consonant
N\_w:	ɴʷː	ɴʷː	labialized_long_voiced_uvular_nasal_consonant
?\_w:	ʕʷː	ʕʷː	labialized_long_voiced_pharyngeal_fricative_consonant
X\_w:	ħʷː	ħʷː	labialized_long_voiceless_pharyngeal_fricative_consonant
?_w:	ʔʷː	ʔʷː	labialized_long_voiceless_glottal_stop_consonant
h_w:	hʷː	hʷː	labialized_long_voiceless_glottal_fricative_consonant
h\_w:	ɦʷː	ɦʷː	labialized_long_voiced_glottal_fricative_consonant
m0_w:	m̥ʷː	m̥ʷː	labialized_long_devoiced_voiced_bilabial_nasal_consonant
F0_w:	ɱ̥ʷː	ɱ̥ʷː	labialized_long_devoiced_voiced_labio-dental_nasal_consonant
n0_w:	n̥ʷː	n̥ʷː	labialized_long_devoiced_voiced_alveolar_nasal_consonant
n`0_w:	ɳ̥ʷː	ɳ̥ʷː	labialized_long_devoiced_voiced_retroflex_nasal_consonant
J0_w:	ɲ̥ʷː	ɲ̥ʷː	labialized_long_devoiced_voiced_palatal_nasal_consonant
N0_w:	ŋ̥ʷː	ŋ̥ʷː	labialized_long_devoiced_voiced_velar_nasal_consonant
N\0_w:	ɴ̥ʷː	ɴ̥ʷː	labialized_long_devoiced_voiced_uvular_nasal_consonant
p_$h_w:	pʰʷː	pʷʰː	labialized_aspirated_long_voiceless_bilabial_stop_consonant
b_$h_w:	bʰʷː	bʷʰː	labialized_aspirated_long_voiced_bilabial_stop_consonant
b_<_$h_w:	ɓʰʷː	ɓʷʰː	labialized_aspirated_long_voiced_bilabial_implosive_consonant
m_$h_w:	mʰʷː	mʷʰː	labialized_aspirated_long_voiced_bilabial_nasal_consonant
F_$h_w:	ɱʰʷː	ɱʷʰː	labialized_aspirated_long_voiced_labio-dental_nasal_consonant
d_<_$h_w:	ɗʰʷː	ɗʷʰː	labialized_aspirated_long_voiced_dental_implosive_consonant
t_$h_w:	tʰʷː	tʷʰː	labialized_aspirated_long_voiceless_alveolar_stop_consonant
d_$h_w:	dʰʷː	dʷʰː	labialized_aspirated_long_voiced_alveolar_stop_consonant
n_$h_w:	nʰʷː	nʷʰː	labialized_aspirated_long_voiced_alveolar_nasal_consonant
t`_$h_w:	ʈʰʷː	ʈʷʰː	labialized_aspirated_long_voiceless_retroflex_stop_consonant
d`_$h_w:	ɖʰʷː	ɖʷʰː	labialized_aspirated_long_voiced_retroflex_stop_consonant
n`_$h_w:	ɳʰʷː	ɳʷʰː	labialized_aspirated_long_voiced_retroflex_nasal_consonant
c_$h_w:	cʰʷː	cʷʰː	labialized_aspirated_long_voiceless_palatal_stop_consonant
J\_$h_w:	ɟʰʷː	ɟʷʰː	labialized_aspirated_long_voiced_palatal_stop_consonant
J_$h_w:	ɲʰʷː	ɲʷʰː	labialized_aspirated_long_voiced_palatal_nasal_consonant
k_$h_w:	kʰʷː	kʷʰː	labialized_aspirated_long_voiceless_velar_stop_consonant
g\\_$h_w:	ɡʰʷː	gʷʰː	labialized_aspirated_long_voiced_velar_stop_consonant
g_<_$h_w:	ɠʰʷː	ɠʷʰː	labialized_aspirated_long_voiced_velar_implosive_consonant
N_$h_w:	ŋʰʷː	ŋʷʰː	labialized_aspirated_long_voiced_velar_nasal_consonant
q_$h_w:	qʰʷː	qʷʰː	labialized_aspirated_long_voiceless_uvular_stop_consonant
G\_$h_w:	ɢʰʷː	ɢʷʰː	labialized_aspirated_long_voiced_uvular_stop_consonant
G\\_<_$h_w:	ʛʰʷː	ʛʷʰː	labialized_aspirated_long_voiced_uvular_implosive_consonant
N\_$h_w:	ɴʰʷː	ɴʷʰː	labialized_aspirated_long_voiced_uvular_nasal_consonant
?_$h_w:	ʔʰʷː	ʔʷʰː	labialized_aspirated_long_voiceless_glottal_stop_consonant
m0_$h_w:	m̥ʰʷː	m̥ʷʰː	labialized_aspirated_long_devoiced_voiced_bilabial_nasal_consonant
F0_$h_w:	ɱ̥ʰʷː	ɱ̥ʷʰː	labialized_aspirated_long_devoiced_voiced_labio-dental_nasal_consonant
n0_$h_w:	n̥ʰʷː	n̥ʷʰː	labialized_aspirated_long_devoiced_voiced_alveolar_nasal_consonant
